,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
# of building permits issued in Greater Portland,1977,2189,1550,1305,724,644,666,617,815,1129,990,1276,1465,1506,1618,1960,1714,2522,2520,1787,1799 
